Site.x	Tag	Unique.Random.ID	File	Total.Reads	Aligned.Reads	Unaligned.Reads	Ambiguously.Aligned.Reads	No.Genomic.Sequence	Duplicate.Reads..removed.	Unique.Reads..remaining.	Total.Cs	Methylated.CpGs	Unmethylated.CpGs	Methylated.chgs	Unmethylated.chgs	Methylated.CHHs	Unmethylated.CHHs	Species.x	Site.x.x	Community.x	Plot.x	C.W.G.x	Plant.ID.x	Leaf.collection.DOY.x	Phenology.x	Collector.x	mix	Species.y	Site.y	Plot.y	C.T.x	Plant.ID.y	Date	FLWR.PHENO.Flwr.Bud	FLWR.PHENO.Flwr.Mat	FLWR.PHENO.Flwr.Sen.	FLWR.PHENO.Cap.twist	FLWR.PHENO.Seed.Disp	FLWR.PHE.Aborted	Eaten	Height	PHENO	Flwr_total	Community.y	C.W.G.y	Plot.x.x	Plant.ID.x.x	Phenology.2018	X..Cap.Twist.2019	Collect.	Tag.nearby	X2019.Collection.Count	Collection.2019	Weight.x	Photo.time	Photo.DOY	DOY.Lv.collected	Lf.hairs	Aphids	Crystals.on.lv	DOY.Seed...Lv.Collected.2019	Plate.x	Location.x	Comments.x	Petri.Dish.ID.	C.T.y	Plant.ID.y.y	Species.x.x	Site.y.y	Plot.y.y	X..seeds..50.seeds.	X..seeds.Petri.dish.in.lab	ungerminated.seed.count.GD33	total.germinated.seeds	Seeds.Collection.DOY	Phenology.y	X..seeds..all.seeds.	weight.all.seeds..g.mg.	X..extra.seed	weight.extra.seeds..g.mg.	weight.50.seeds..mg.	Extra.seeds..Y.N.	Processor	Comments.y	Unique.non.random.ID	X..Dryas.flwrs	Dryas.seed.Ripeness	Notes	Chamber	C.W	Site.x.x.x	Species.y.y	Community.x.x	Plot.x.x.x	Plant.ID.x.x.x	Unique.Random.ID.x	Number.of.Seeds	Seed.weight.mg	Seed.Agar.group	Jan22.Low	Jan25.Low	Jan28.Low	Jan31.Low	Feb1st	Percent_germ	Plate.y	Location.y	Numb.Lv	Weight.y	DNA.extraction.comments	Hair.on.leaves	Petioles	Observer	Unique.Random.ID.1	Species	Site.y.y.y	Community.y.y	Plot.y.y.y	C.W.G	Plant.ID.y.y.y	Leaf.collection.DOY.y	Phenology	Collector.y	Latitude	Longitude	Comments
WILL5W	421	154	W1.G09.W1b12_WILL5W_421_154_R1_val_1_bismark_bt2_pe.bam	61509324	42380767	9208889	9919413	255	6964926	35415841	1230283027	41612680	88076472	22359582	148438338	21854539	907941416	D. integrifolia	Alexandra Fiord	WILL	5	W	421	224	Longterm	Cassandra	WILL_5_W_421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WILL	W	5	421	Longterm	1	N		NA		0.06	3:43	209	208	5	NA	NA	NA	1 and 2	b12		Dr154	T	421	Dryas	WILL	5	50	50	48	0	Aug 12 2018	Y	50	12.38	NA	5.43	6.95	Y	Zoe		158	2	2		HIGH	W	Alexandra Fiord	D. integrifolia	WILL	5	421	154	NA	NA		0	0	0	0	0	NA	1 and 2	b12	7	12	3 - hairy	3	S	Andrew	154	D. integrifolia	Alexandra Fiord	WILL	5	W	421	224	Longterm	Cassandra			
DRY3W	15	69	W1.H06.W1h5_DRY3W_15_69_R1_val_1_bismark_bt2_pe.bam	61802954	42492649	9188368	10121694	243	6710788	35781861	1254681326	43524160	87767535	24996923	149096833	27543685	921752190	D. integrifolia	Alexandra Fiord	DRY	3	W	15	224	Y	Cassandra	DRY_3_W_15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	3	15	Longterm	0	N	13	NA		0.03	11:16	209	208	5	1	NA	NA	1 and 2	h5		Dr069	T	15	Dryas	DRY	3	50	44	44	0	224	Y	50	12.51	NA	6.92	5.59	Y	Hailey	re-weighed due to taring error	82	2	2		LOW	W	Alexandra Fiord	D. integrifolia	DRY	3	15	69	NA	NA		0	0	0	0	0	NA	1 and 2	h5	3	12.7		1	S	Chris	69	D. integrifolia	Alexandra Fiord	DRY	3	W	15	224	Longterm	Cassandra			
DRY3W	15	69	W1.H06.W1h5_DRY3W_15_69_R1_val_1_bismark_bt2_pe.bam	61802954	42492649	9188368	10121694	243	6710788	35781861	1254681326	43524160	87767535	24996923	149096833	27543685	921752190	D. integrifolia	Alexandra Fiord	DRY	3	W	15	224	Y	Cassandra	DRY_3_W_15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	3	15	Longterm	0	N	13	NA		0.03	11:16	209	208	5	1	NA	NA	1 and 2	h5		Dr069	T	15	Dryas	DRY	3	50	44	44	0	224	Y	50	12.51	NA	6.92	5.59	Y	Hailey	re-weighed due to taring error	82	2	2		HIGH	W	Alexandra Fiord	D. integrifolia	DRY	3	15	69	NA	NA		0	0	0	0	0	NA	1 and 2	h5	3	12.7		1	S	Chris	69	D. integrifolia	Alexandra Fiord	DRY	3	W	15	224	Longterm	Cassandra			
CASS9W	539	128	W1.H08.W1d10_CASS9W_539_128_R1_val_1_bismark_bt2_pe.bam	58000659	38422451	10701720	8876273	215	5681675	32740776	1149753907	39002579	82624589	21635926	138424932	23392638	844673243	D. integrifolia	Alexandra Fiord	CASS	9	W	539	224	Longterm	Cassandra	CASS_9_W_539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	9	539	Longterm	1	N	538	NA		0.04	11:01	208	208	7	2	NA	NA	1 and 2	d10		Dr128	T	539	Dryas	CASS	9	50	50	48	1	224	Y	50	29.99	NA	23.39	6.6	Y	Zoe		34	3	2		LOW	W	Alexandra Fiord	D. integrifolia	CASS	9	539	128	NA	NA		0	0	0	0	0	NA	1 and 2	d10	9	15.6-2.4		1	S	Cassandra	128	D. integrifolia	Alexandra Fiord	CASS	9	W	539	224	Longterm	Cassandra			
CASS9W	539	128	W1.H08.W1d10_CASS9W_539_128_R1_val_1_bismark_bt2_pe.bam	58000659	38422451	10701720	8876273	215	5681675	32740776	1149753907	39002579	82624589	21635926	138424932	23392638	844673243	D. integrifolia	Alexandra Fiord	CASS	9	W	539	224	Longterm	Cassandra	CASS_9_W_539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASS	W	9	539	Longterm	1	N	538	NA		0.04	11:01	208	208	7	2	NA	NA	1 and 2	d10		Dr128	T	539	Dryas	CASS	9	50	50	48	1	224	Y	50	29.99	NA	23.39	6.6	Y	Zoe		34	3	2		HIGH	W	Alexandra Fiord	D. integrifolia	CASS	9	539	128	NA	NA		0	0	0	0	0	NA	1 and 2	d10	9	15.6-2.4		1	S	Cassandra	128	D. integrifolia	Alexandra Fiord	CASS	9	W	539	224	Longterm	Cassandra			
DRY8W	45	155	W1.H09.W1c12_DRY8W_45_155_R1_val_1_bismark_bt2_pe.bam	61769701	42645769	9567487	9556194	251	6752293	35893476	1285026483	44346988	88700618	25736886	152402728	23866832	949972431	D. integrifolia	Alexandra Fiord	DRY	8	W	45	224	Y	Cassandra	DRY_8_W_45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	8	45	Longterm	1	N		NA		0.04	11:43	209	208	3	1	1	NA	1 and 2	c12		Dr155	T	45	Dryas	DRY	8	50	50	29	23	Aug 12 2018	Y	50	35.84	NA	24.62	11.22	Y	Zoe		100	3	2		LOW	W	Alexandra Fiord	D. integrifolia	DRY	8	45	155	NA	NA		0	0	0	0	0	NA	1 and 2	c12	5	10.7	3- hairy	3	S	Andrew	155	D. integrifolia	Alexandra Fiord	DRY	8	W	45	224	Longterm	Cassandra			
DRY8W	45	155	W1.H09.W1c12_DRY8W_45_155_R1_val_1_bismark_bt2_pe.bam	61769701	42645769	9567487	9556194	251	6752293	35893476	1285026483	44346988	88700618	25736886	152402728	23866832	949972431	D. integrifolia	Alexandra Fiord	DRY	8	W	45	224	Y	Cassandra	DRY_8_W_45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRY	W	8	45	Longterm	1	N		NA		0.04	11:43	209	208	3	1	1	NA	1 and 2	c12		Dr155	T	45	Dryas	DRY	8	50	50	29	23	Aug 12 2018	Y	50	35.84	NA	24.62	11.22	Y	Zoe		100	3	2		HIGH	W	Alexandra Fiord	D. integrifolia	DRY	8	45	155	NA	NA		0	0	0	0	0	NA	1 and 2	c12	5	10.7	3- hairy	3	S	Andrew	155	D. integrifolia	Alexandra Fiord	DRY	8	W	45	224	Longterm	Cassandra			
LATJ	04W	188	W2.1.3f1_LATJ_04W_188_R1_val_1_bismark_bt2_pe.bam	67339953	49288593	10065038	7986166	156	5627219	43661374	1696439443	55818335	109978702	31453625	200120421	34171204	1264897156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC4	W7	188	27	0.001	C3	0	0	0	0	0	0	3 and 4	f1	3	10.3		NA			188	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC4	W	W7	203	N	Mario Rudner			Dry flower head
LATJ	04W	188	W2.1.3f1_LATJ_04W_188_R1_val_1_bismark_bt2_pe.bam	67339953	49288593	10065038	7986166	156	5627219	43661374	1696439443	55818335	109978702	31453625	200120421	34171204	1264897156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC4	W7	188	27	0.001	C3	0	0	0	0	0	0	3 and 4	f1	3	10.3		NA			188	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC4	W	W7	203	N	Mario Rudner			Dry flower head
CASS	04W	519	W2.20.1b3_CASS_04W_519_R1_val_1_bismark_bt2_pe.bam	76104700	54751750	12251338	9101366	246	7452359	47299391	1777628026	53882500	123094605	29707997	216932820	35075205	1318934899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MEAD	08W	4R0	W2.22.1e1_MEAD_08W_4R0_R1_val_1_bismark_bt2_pe.bam	49208050	36181894	6784565	6241470	121	4410789	31771105	1113485530	34941065	80647442	19859736	132998498	19801101	825237688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LATJ	02W	193	W2.23.3c2_LATJ_02W_193_R1_val_1_bismark_bt2_pe.bam	73452701	54127001	10193559	9131941	200	7090123	47036878	1672953688	56449905	112238079	31274773	200269450	32873900	1239847581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC2	W2	193	1	0.002	C4	0	0	0	0	0	NA	3 and 4	c2	5	14.8-4.5		NA			193	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC2	W	W2	203	N	Mario Rudner			Dry flower head
LATJ	02W	193	W2.23.3c2_LATJ_02W_193_R1_val_1_bismark_bt2_pe.bam	73452701	54127001	10193559	9131941	200	7090123	47036878	1672953688	56449905	112238079	31274773	200269450	32873900	1239847581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC2	W2	193	1	0.002	C4	0	0	0	0	0	NA	3 and 4	c2	5	14.8-4.5		NA			193	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC2	W	W2	203	N	Mario Rudner			Dry flower head
ALAS	00W	232	W2.3.3b7_ALAS_00W_232_R1_val_1_bismark_bt2_pe.bam	54604383	39989459	8891471	5723324	129	3952013	36037446	1372749440	46291839	78945283	26309503	164316323	32066251	1024820241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W6	232	0	NA		0	0	0	0	0	NA	3 and 4	b7	5	15.5	1- hairy	1			232	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W6	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS	00W	232	W2.3.3b7_ALAS_00W_232_R1_val_1_bismark_bt2_pe.bam	54604383	39989459	8891471	5723324	129	3952013	36037446	1372749440	46291839	78945283	26309503	164316323	32066251	1024820241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W6	232	0	NA		0	0	0	0	0	NA	3 and 4	b7	5	15.5	1- hairy	1			232	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W6	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS	00W	228	W2.5.3f6_ALAS_00W_228_R1_val_1_bismark_bt2_pe.bam	64893267	47183260	9905487	7804404	116	5163403	42019857	1399257708	58400463	70749241	36620631	154832423	47011630	1031643320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W5	228	0	NA		0	0	0	0	0	NA	3 and 4	f6	3	19.3-3.8	3 hairy, elongated lvs, redish lvs	3			228	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W5	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS	00W	228	W2.5.3f6_ALAS_00W_228_R1_val_1_bismark_bt2_pe.bam	64893267	47183260	9905487	7804404	116	5163403	42019857	1399257708	58400463	70749241	36620631	154832423	47011630	1031643320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W5	228	0	NA		0	0	0	0	0	NA	3 and 4	f6	3	19.3-3.8	3 hairy, elongated lvs, redish lvs	3			228	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W5	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SVAL	0W	270	W2.7.3h11_SVAL_0W_270_R1_val_1_bismark_bt2_pe.bam	58240881	43121541	8469404	6649797	139	6343288	36778253	1287097983	42022345	98110965	24173363	146112761	32910673	943767876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Svalbard	D.octopetala		49	W49	270	25	0.003	C6	0	0	0	0	0	0	3 and 4	h11	4	14.5	1 hairy	1			270	D.octopetala	Svalbard	NA	49	W	W49	NA	N	Petr Matek			Yes seed
SVAL	0W	270	W2.7.3h11_SVAL_0W_270_R1_val_1_bismark_bt2_pe.bam	58240881	43121541	8469404	6649797	139	6343288	36778253	1287097983	42022345	98110965	24173363	146112761	32910673	943767876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Svalbard	D.octopetala		49	W49	270	25	0.003	C6	0	0	0	0	0	0	3 and 4	h11	4	14.5	1 hairy	1			270	D.octopetala	Svalbard	NA	49	W	W49	NA	N	Petr Matek			Yes seed
SVAL	0W	267	W2.8.3e11_SVAL_0W_267_R1_val_1_bismark_bt2_pe.bam	54241146	40187162	7846085	6207759	140	4581281	35605881	1315153464	43697843	87454815	25533948	153546304	26647366	978273188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Svalbard	D.octopetala		12	W12	267	NA	NA		0	0	0	0	0	NA	3 and 4	e11	3	13.7	1 -no hair, sharp serated leaves	1			267	D.octopetala	Svalbard	NA	12	W	W12	NA	N	Petr Matek			No seed
SVAL	0W	267	W2.8.3e11_SVAL_0W_267_R1_val_1_bismark_bt2_pe.bam	54241146	40187162	7846085	6207759	140	4581281	35605881	1315153464	43697843	87454815	25533948	153546304	26647366	978273188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Svalbard	D.octopetala		12	W12	267	NA	NA		0	0	0	0	0	NA	3 and 4	e11	3	13.7	1 -no hair, sharp serated leaves	1			267	D.octopetala	Svalbard	NA	12	W	W12	NA	N	Petr Matek			No seed
ALAS0W	17	235	W2.A01.W2e7_ALAS0W_17_235_R1_val_1_bismark_bt2_pe.bam	64118360	44332909	10495756	9289518	177	6869345	37463564	1318898487	49722128	80680836	29788391	153251355	30813637	974642140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W17	235	25	0.003	C6	0	0	0	0	0	0	3 and 4	e7	4	16.6-3.8	2-hairy, serated lvs like Sweden samples	2			235	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W17	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	17	235	W2.A01.W2e7_ALAS0W_17_235_R1_val_1_bismark_bt2_pe.bam	64118360	44332909	10495756	9289518	177	6869345	37463564	1318898487	49722128	80680836	29788391	153251355	30813637	974642140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W17	235	25	0.003	C6	0	0	0	0	0	0	3 and 4	e7	4	16.6-3.8	2-hairy, serated lvs like Sweden samples	2			235	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W17	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	14	249	W2.A02.W2c9_ALAS0W_14_249_R1_val_1_bismark_bt2_pe.bam	74488733	51554432	12865832	10068265	204	9546595	42007837	1453774003	54934902	87298039	34733717	166950473	43277406	1066579466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W14	249	0	NA		0	0	0	0	0	NA	3 and 4	c9	5	13.9	2 hairy	2			249	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W14	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	14	249	W2.A02.W2c9_ALAS0W_14_249_R1_val_1_bismark_bt2_pe.bam	74488733	51554432	12865832	10068265	204	9546595	42007837	1453774003	54934902	87298039	34733717	166950473	43277406	1066579466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W14	249	0	NA		0	0	0	0	0	NA	3 and 4	c9	5	13.9	2 hairy	2			249	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W14	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	3	236	W2.B01.W2f7_ALAS0W_3_236_R1_val_1_bismark_bt2_pe.bam	56560523	39150501	9754315	7655524	183	7106875	32043626	1139050273	45697008	61997757	28149134	130257245	26556707	846392422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W3	236	0	NA		0	0	0	0	0	NA	3 and 4	f7	4	11.4	1 hairy	1			236	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W3	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	3	236	W2.B01.W2f7_ALAS0W_3_236_R1_val_1_bismark_bt2_pe.bam	56560523	39150501	9754315	7655524	183	7106875	32043626	1139050273	45697008	61997757	28149134	130257245	26556707	846392422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W3	236	0	NA		0	0	0	0	0	NA	3 and 4	f7	4	11.4	1 hairy	1			236	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W3	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
LATD4W	8	211	W2.B12.W2e4_LATD4W_8_211_R1_val_1_bismark_bt2_pe.bam	89011908	59987225	14429680	14594668	335	12483597	47503628	1709208686	62832687	114916554	35017401	202608263	34484959	1259348822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC4	W8	211	15	0.001	D2	0	0	0	0	0	0	3 and 4	e4	4	14.8		NA			211	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC4	W	W8	203	N	Mario Rudner			Dry flower head
